iter	RMSE
149	0.1134482088
150	0.1120289015
151	0.1105954615
152	0.1091232834
153	0.1077131815
154	0.1061031018
155	0.1048120862
156	0.1033961739
157	0.1020372524
158	0.1006252225
159	0.09932950692
160	0.09812844281
161	0.09662668409
162	0.0953903206
163	0.0941104155
164	0.09296663795
165	0.09170362945
166	0.09066993856
167	0.08980031055
168	0.08863714454
169	0.08757106039
170	0.08647099282
171	0.08541578028
172	0.08426819738
173	0.08340183734
174	0.08261948162
175	0.08162252172
176	0.08078357718
177	0.07982934244
178	0.07890144122
179	0.07819778427
180	0.07738118867
181	0.07663767279
182	0.07585835897
183	0.07496592013
184	0.07413347606
185	0.07336711477
186	0.07259274453
187	0.07186175732
188	0.07099810594
189	0.07019033465
190	0.06950441698
191	0.0688985099
192	0.06816922245
193	0.06746230472
194	0.06688522511
195	0.06609055064
196	0.06556862485
197	0.06495585645
198	0.0642490732
199	0.06399108191
200	0.06319582106
201	0.0623642374
202	0.06166488766
203	0.06097810916
204	0.06052432209
205	0.06033228479
206	0.06011454245
207	0.05954379802
208	0.0589947636
209	0.05831241121
210	0.05762017888
211	0.05703621688
212	0.05642914096
213	0.05587623841
214	0.05543430944
215	0.05498081516
216	0.05434594293
217	0.05399296854
218	0.05340111766
219	0.0530144393
220	0.05254964431
221	0.05212157225
222	0.05196140255
223	0.05174175263
224	0.05160010071
225	0.05146064672
226	0.05121314785
227	0.05075108393
228	0.05046293878
229	0.04994902219
230	0.04960665209
231	0.04922595182
232	0.04908092803
233	0.04882421819
234	0.0485360343
235	0.04817123105
236	0.04773262234
237	0.04742382048
238	0.04729408621
239	0.04689578932
240	0.0467434691
241	0.04660277602
242	0.04647740213
243	0.04610557549
244	0.04599051336
245	0.04583425349
246	0.04551591269
247	0.04503933513
248	0.04473253985
249	0.04451392284
250	0.044246964
251	0.04415886332
252	0.04379982049
253	0.04366378777
254	0.04354312071
255	0.04320436174
256	0.0428320472
257	0.04246555734
258	0.04196273621
259	0.04151384202
260	0.04109453508
261	0.04085500245
262	0.04046584349
263	0.04035734481
264	0.04015228218
265	0.03982595513
266	0.03958657086
267	0.03923462132
268	0.03902651412
269	0.03890179567
270	0.03861949344
271	0.03839941382
272	0.03815839149
273	0.03800625326
274	0.03792246929
275	0.03764547084
276	0.03750964152
277	0.03728049862
278	0.03719832965
279	0.03695968559
280	0.03665221261
281	0.03638264098
282	0.03611515301
283	0.03579735429
284	0.03562670199
285	0.03548146828
286	0.03524309092
287	0.03514200737
288	0.03497712416
289	0.03474088769
290	0.03446528738
291	0.03419545443
292	0.03401851678
293	0.03380513571
294	0.03357081589
295	0.03323742418
296	0.03294664121
297	0.03284108093
298	0.03269253534
299	0.0325578028
300	0.03228440896
301	0.03221182859
302	0.03207549009
303	0.03186064565
304	0.03177227335
305	0.03147629278
306	0.03123671037
307	0.03110974512
308	0.03091735784
309	0.03067125554
310	0.03047907704
311	0.03031256615
312	0.03016201556
313	0.0300151335
314	0.02989035685
315	0.02969809431
316	0.0295910248
317	0.0293182789
318	0.02922798903
319	0.02908756541
320	0.02891106824
321	0.02872766553
322	0.0286390663
323	0.02849679398
324	0.02839415654
325	0.02826286538
326	0.02811542783
327	0.02800128345
328	0.02788843689
329	0.0277142972
330	0.02751519384
331	0.02725665014
332	0.02705149666
333	0.02680412218
334	0.02669156542
335	0.02659480718
336	0.02642327225
337	0.02623297725
338	0.02607697572
339	0.02594869991
340	0.02589692832
341	0.02569929178
342	0.02564132602
343	0.02554277782
344	0.02548964429
345	0.02544994252
346	0.02526402002
347	0.02512111662
348	0.02492908499
349	0.02474302995
350	0.02464623887
351	0.02458616351
352	0.02450980423
353	0.02441738516
354	0.02423719401
355	0.02406493899
356	0.02390296086
357	0.02379280401
358	0.02373197816
359	0.02364155459
360	0.02347545349
361	0.02342393969
362	0.02325567896
363	0.02311733521
364	0.02304036368
365	0.02298141023
366	0.02294126368
367	0.02284910792
368	0.0227259285
369	0.02269685975
370	0.02262766852
371	0.02252172549
372	0.02237256735
373	0.02219743772
374	0.02206444981
375	0.02204400266
376	0.02198311858
377	0.02191621714
378	0.02186851107
379	0.02179617696
380	0.02177681075
381	0.02162660832
382	0.02155698343
383	0.02144715198
384	0.02126683376
385	0.02125102243
386	0.02108282006
387	0.02098637241
388	0.02082230218
389	0.02080234142
390	0.020636575
391	0.02050331293
392	0.02042704193
393	0.02029051192
394	0.02020796284
395	0.02008019906
396	0.02004863295
397	0.01998805926
398	0.01990580336
399	0.01986565772
400	0.01984734739
401	0.01970889353
402	0.01964745499
403	0.01951036959
404	0.01940167367
405	0.01930024983
406	0.01916417368
407	0.0190798843
408	0.01896465981
409	0.01888794515
410	0.01874959193
411	0.01868012979
412	0.01858257879
413	0.01856622897
414	0.01843148434
415	0.01829275934
416	0.01819945393
417	0.01808983978
418	0.01807412327
419	0.01802125869
420	0.01787987356
421	0.0177366931
422	0.01771277099
423	0.01758601619
424	0.01757100165
425	0.01749333953
426	0.01734746331
427	0.01723905172
428	0.01721412856
429	0.01711962412
430	0.01704625396
431	0.01694800321
432	0.01691933978
433	0.01688773504
434	0.01684321917
435	0.0167597425
436	0.01672498889
437	0.016589047
438	0.01652486956
439	0.01644162638
440	0.01631975398
441	0.01625556816
442	0.01621073407
443	0.01611341871
444	0.01609132723
445	0.01603945234
446	0.01593859909
447	0.0158965851
448	0.01588575431
449	0.01582720954
450	0.01580762166
451	0.01577466492
452	0.015723938
453	0.0156526662
454	0.01554554678
455	0.01553232835
456	0.01545829417
457	0.01535770331
458	0.01532463383
459	0.01526087086
460	0.01524583481
461	0.01521775382
462	0.01512788743
463	0.01501511413
464	0.0149278509
465	0.01488870427
466	0.0147873387
467	0.01475833167
468	0.01469563803
469	0.01467163595
470	0.01460362955
471	0.01458440523
472	0.01448166493
473	0.01440973161
474	0.01432267042
475	0.01420744622
476	0.01418328479
477	0.01412750799
478	0.0141077498
479	0.01399496091
480	0.01397868107
481	0.01388942526
482	0.01374983207
483	0.01366115981
484	0.01356962392
485	0.01349138701
486	0.01344146198
487	0.01335199411
488	0.01328981984
489	0.01319737529
490	0.01313922956
491	0.01312208315
492	0.01310744621
493	0.01301652033
494	0.0129325162
495	0.01289897748
496	0.01283445676
497	0.0127400747
498	0.01272178515
499	0.01270706639
